7896746	8.11051768414686
7896756	5.17927523969313
7896759	7.0467201786871
7896761	6.3857361567597
7896779	6.97197723845807
7896798	6.88070221926433
7896817	6.83774906213871
7896822	6.28732017061882
7896859	5.57667373708124
7896861	3.47464545926623
7896863	5.65343730742068
7896865	7.36108797081892
7896878	7.22156533323794
7896882	6.35295938835768
7896908	6.8812471229107
7896917	6.6721264285714
7896921	6.86285748318689
7896929	6.7289919976946
7896937	5.50762217956694
7896952	7.11111021567703
7896961	6.91672186992157
7896983	6.04289305895614
7896985	7.01707945490145
7897006	7.47702530335112
7897026	5.7558283159657
7897034	6.53179617145019
7897044	7.26200104098611
7897066	6.2337228779731
7897068	9.09815742609696
7897076	6.01586351616305
7897078	8.0749856574296
7897089	7.50550928964033
7897119	7.44662836515658
7897128	6.28272643421912
7897132	5.70830718269426
7897154	5.99623561372859
7897172	9.25492553666842
7897179	6.18790652528183
7897196	5.50218610835186
7897210	7.23464452335604
7897227	5.40809191552167
7897236	9.66983883234261
7897257	6.46006394071281
7897263	6.2695595205772
7897277	4.97365721741617
7897280	6.34321960993984
7897286	6.40110355423141
7897288	7.44661180781558
7897293	7.02569608167463
7897295	5.73104766992742
7897305	6.56402180910456
7897322	6.46357233865647
7897329	5.71762342400324
7897339	5.4851064951523
7897368	4.49939040399566
7897370	9.7300926295181
7897378	6.61572741944864
7897404	9.68103247907035
7897416	6.0184778854034
7897422	5.67530286899805
7897424	4.97602334659908
7897426	5.13548628585284
7897439	5.38627612923036
7897441	7.54501548533202
7897449	5.65083521443715
7897460	7.04172397521897
7897469	6.12517267677723
7897482	9.33489748983257
7897509	5.40350395824325
7897520	6.33818546286599
7897522	6.52684295795661
7897527	8.39584783107672
7897559	3.25128108946281
7897561	7.54885814748541
7897620	11.0553633261736
7897632	5.257076558875
7897648	6.74824158787928
7897661	7.72244065809729
7897663	9.06266159641419
7897675	4.4219115018892
7897683	2.70430766791569
7897685	8.51889476914744
7897691	5.55553261582545
7897714	7.10470775727171
7897728	6.98394902950844
7897737	6.1188317029102
7897745	9.4488127357197
7897753	6.22286564485712
7897774	7.84645586457046
7897801	8.29473664246497
7897803	7.83423984867677
7897824	8.96888094858371
7897849	7.3597331945722
7897860	7.06393350683781
7897877	9.72977261465514
7897890	7.89544422178447
7897955	3.70767328437562
7897960	5.08866516151583
7897964	3.51175329325409
7897966	4.49351523018235
7897974	5.03823024755206
7897978	2.62900376771009
7897987	3.64385939911573
7898034	6.48214730554206
7898040	3.87337175109099
7898048	4.10924363835199
7898052	4.82275947342847
7898057	4.96343754700332
7898070	8.54256175428174
7898084	5.9782693457946
7898102	5.45914094990392
7898112	5.28308813791222
7898115	4.89884208744692
7898124	4.60786703213128
7898161	10.2886423470330
7898167	5.31101151823135
7898176	5.29195292213031
7898184	5.30929613167918
7898192	8.3882574240897
7898209	6.20972741834505
7898211	8.97930513660384
7898227	8.70850485670783
7898249	6.50175975646454
7898256	6.05200244646151
7898263	5.26392628314498
7898276	9.5727857051076
7898278	8.76258086461889
7898294	2.71329751506324
7898296	5.0961400876914
7898300	5.54514306609627
7898314	5.33553611647448
7898328	9.17616855503543
7898337	9.93600039329548
7898355	3.41468990103959
7898357	5.43420469590303
7898373	3.85003119649248
7898377	6.17205125575355
7898407	3.88805858065994
7898413	4.8427352416818
7898431	5.90436162140231
7898448	7.66099617592446
7898466	5.17875111244166
7898483	6.39993063155741
7898516	4.78108252767776
7898521	5.66478268433874
7898533	6.89749314270202
7898535	3.13710438555074
7898537	5.44457184120560
7898549	6.07359379692479
7898556	6.76636689373376
7898568	4.06740041071015
7898570	9.57291521637412
7898572	2.76833366689133
